Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00001_00028.ppm;99;86;8;8;91;79;28
00001_00029.ppm;108;97;9;9;99;89;28
00002_00000.ppm;39;37;5;5;34;32;28
00002_00001.ppm;40;36;5;5;35;31;28
00002_00002.ppm;42;37;6;6;37;32;28
00002_00003.ppm;43;39;6;6;38;34;28
00002_00004.ppm;44;40;6;6;38;35;28
00002_00005.ppm;42;39;5;5;37;34;28
00002_00006.ppm;45;40;5;5;40;35;28
00002_00007.ppm;47;41;6;5;42;36;28
00002_00008.ppm;50;44;6;6;45;39;28
00002_00009.ppm;49;45;5;6;44;40;28
00002_00010.ppm;51;45;6;5;46;40;28
00002_00011.ppm;52;48;5;6;47;43;28
00002_00012.ppm;54;48;6;5;49;43;28
00002_00013.ppm;56;53;5;6;51;48;28
00002_00014.ppm;59;55;6;5;54;50;28
00002_00015.ppm;60;56;6;5;55;51;28
00002_00016.ppm;62;58;6;5;57;53;28
00002_00017.ppm;64;60;5;5;59;55;28
00002_00018.ppm;69;63;6;5;63;57;28
00002_00019.ppm;71;65;6;6;65;60;28
00002_00020.ppm;76;71;7;6;70;65;28
00002_00021.ppm;83;74;8;6;76;68;28
00002_00022.ppm;85;76;7;6;78;70;28
00002_00023.ppm;94;83;8;8;86;76;28
00002_00024.ppm;105;89;10;8;96;82;28
00002_00025.ppm;112;97;10;8;103;89;28
00002_00026.ppm;119;104;11;9;109;95;28
00002_00027.ppm;132;116;12;11;121;106;28
00002_00028.ppm;147;127;13;11;135;116;28
00002_00029.ppm;159;134;14;11;146;123;28
00003_00000.ppm;34;33;5;6;29;28;28
00003_00001.ppm;36;31;6;5;31;26;28
00003_00002.ppm;36;33;5;6;31;28;28
00003_00003.ppm;38;33;6;5;33;28;28
00003_00004.ppm;37;33;5;5;31;28;28
00003_00005.ppm;37;35;5;5;31;29;28
00003_00006.ppm;39;35;6;5;34;30;28
00003_00007.ppm;39;37;6;6;34;32;28
00003_00008.ppm;40;37;6;5;35;32;28
00003_00009.ppm;42;37;6;5;36;32;28
00003_00010.ppm;42;39;5;6;36;33;28
00003_00011.ppm;44;40;6;6;38;34;28
00003_00012.ppm;44;41;5;6;39;36;28
00003_00013.ppm;47;43;6;6;42;38;28
00003_00014.ppm;47;43;5;5;42;38;28
00003_00015.ppm;49;45;6;5;44;40;28
00003_00016.ppm;50;48;5;6;45;43;28
00003_00017.ppm;52;50;5;6;47;45;28
00003_00018.ppm;54;52;5;6;49;47;28
00003_00019.ppm;57;53;5;5;52;48;28
00003_00020.ppm;60;55;5;5;55;50;28
00003_00021.ppm;63;60;5;6;58;55;28
00003_00022.ppm;69;63;7;6;63;58;28
00003_00023.ppm;71;63;7;5;65;58;28
00003_00024.ppm;76;71;6;6;70;65;28
00003_00025.ppm;84;75;7;7;77;69;28
00003_00026.ppm;86;82;7;8;79;75;28
00003_00027.ppm;97;92;8;9;89;84;28
00003_00028.ppm;106;97;9;9;97;89;28
00003_00029.ppm;123;111;10;10;113;102;28
00004_00000.ppm;30;30;5;6;25;25;28
00004_00001.ppm;30;29;5;5;25;24;28
00004_00002.ppm;33;31;6;6;28;26;28
00004_00003.ppm;33;30;5;5;28;25;28
00004_00004.ppm;36;32;6;6;31;27;28
00004_00005.ppm;32;31;5;5;27;26;28
00004_00006.ppm;34;31;5;5;29;26;28
00004_00007.ppm;36;34;5;6;31;29;28
00004_00008.ppm;37;34;5;6;32;29;28
00004_00009.ppm;37;34;5;5;32;29;28
00004_00010.ppm;40;38;6;6;35;33;28
00004_00011.ppm;41;38;5;5;35;33;28
00004_00012.ppm;42;37;6;5;37;32;28
00004_00013.ppm;42;40;5;5;37;35;28
00004_00014.ppm;44;40;6;5;39;35;28
00004_00015.ppm;47;42;6;5;42;37;28
00004_00016.ppm;49;43;6;5;43;38;28
00004_00017.ppm;49;46;5;6;43;40;28
00004_00018.ppm;51;46;6;6;46;41;28
00004_00019.ppm;52;46;5;5;46;41;28
00004_00020.ppm;53;47;5;5;48;42;28
00004_00021.ppm;55;50;6;5;50;45;28
00004_00022.ppm;57;53;6;6;52;48;28
00004_00023.ppm;60;55;6;6;54;50;28
00004_00024.ppm;63;57;6;6;57;52;28
00004_00025.ppm;68;60;7;6;62;55;28
00004_00026.ppm;71;63;7;6;64;58;28
00004_00027.ppm;73;69;6;7;67;62;28
00004_00028.ppm;80;73;7;7;73;67;28
00004_00029.ppm;85;76;7;6;78;70;28
00005_00000.ppm;40;41;6;6;35;36;28
00005_00001.ppm;40;40;6;5;35;35;28
00005_00002.ppm;40;41;6;6;35;36;28
00005_00003.ppm;39;40;5;5;34;35;28
00005_00004.ppm;41;42;6;6;35;37;28
00005_00005.ppm;40;44;5;6;35;38;28
00005_00006.ppm;42;44;5;5;37;39;28
00005_00007.ppm;42;45;5;6;37;40;28
00005_00008.ppm;44;45;6;5;39;40;28
00005_00009.ppm;45;46;6;5;40;41;28
00005_00010.ppm;46;47;5;5;40;42;28
00005_00011.ppm;48;50;6;6;43;45;28
00005_00012.ppm;50;51;6;5;44;45;28
00005_00013.ppm;50;52;6;5;45;46;28
00005_00014.ppm;52;53;6;5;47;48;28
00005_00015.ppm;54;54;6;5;48;49;28
00005_00016.ppm;54;56;5;5;48;50;28
00005_00017.ppm;56;58;6;6;51;53;28
00005_00018.ppm;58;58;6;5;52;53;28
00005_00019.ppm;60;62;6;6;55;56;28
00005_00020.ppm;62;62;5;5;56;57;28
00005_00021.ppm;64;67;5;6;59;61;28
00005_00022.ppm;70;70;7;7;64;64;28
00005_00023.ppm;75;72;7;6;68;66;28
00005_00024.ppm;79;75;7;6;72;68;28
00005_00025.ppm;83;77;8;7;76;71;28
00005_00026.ppm;87;83;7;8;80;76;28
00005_00027.ppm;96;88;9;8;88;81;28
00005_00028.ppm;107;98;10;9;98;90;28
00005_00029.ppm;115;106;10;9;105;97;28
00006_00000.ppm;41;38;6;6;36;33;28
00006_00001.ppm;41;37;6;5;36;32;28
00006_00002.ppm;41;37;6;5;36;32;28
00006_00003.ppm;42;39;6;6;37;34;28
00006_00004.ppm;42;39;6;6;37;34;28
00006_00005.ppm;44;41;5;6;38;36;28
00006_00006.ppm;45;42;6;6;40;37;28
00006_00007.ppm;45;42;6;6;40;37;28
00006_00008.ppm;46;42;6;5;41;37;28
00006_00009.ppm;46;44;5;6;41;39;28
00006_00010.ppm;48;44;6;5;43;39;28
00006_00011.ppm;50;44;6;5;44;39;28
00006_00012.ppm;51;46;6;6;45;40;28
00006_00013.ppm;51;48;5;5;46;43;28
00006_00014.ppm;52;47;5;5;47;42;28
00006_00015.ppm;55;50;6;6;50;45;28
00006_00016.ppm;56;52;5;6;51;47;28
00006_00017.ppm;58;52;6;5;53;47;28
00006_00018.ppm;61;55;6;5;56;50;28
00006_00019.ppm;63;57;5;6;57;52;28
00006_00020.ppm;67;60;6;6;61;55;28
00006_00021.ppm;69;63;6;6;63;58;28
00006_00022.ppm;72;64;7;6;66;59;28
00006_00023.ppm;76;69;7;6;70;63;28
00006_00024.ppm;81;73;8;7;74;67;28
00006_00025.ppm;86;77;8;6;79;70;28
00006_00026.ppm;94;83;9;7;86;76;28
00006_00027.ppm;96;85;8;7;88;78;28
00006_00028.ppm;106;94;10;8;97;86;28
00006_00029.ppm;111;98;10;8;102;90;28
00007_00000.ppm;58;50;6;5;53;45;28
00007_00001.ppm;59;50;6;5;53;45;28
00007_00002.ppm;58;51;6;5;53;46;28
00007_00003.ppm;58;51;5;5;53;46;28
00007_00004.ppm;58;54;6;5;53;49;28
00007_00005.ppm;59;53;5;5;54;47;28
00007_00006.ppm;61;53;5;5;55;48;28
00007_00007.ppm;62;54;6;6;57;49;28
00007_00008.ppm;62;55;5;5;56;49;28
00007_00009.ppm;63;55;6;5;58;49;28
00007_00010.ppm;65;55;6;5;59;50;28
00007_00011.ppm;65;56;5;5;59;51;28
00007_00012.ppm;68;59;6;6;62;53;28
00007_00013.ppm;70;60;7;6;63;54;28
00007_00014.ppm;71;60;7;6;65;55;28
00007_00015.ppm;72;62;7;6;66;56;28
00007_00016.ppm;74;62;7;5;68;56;28
00007_00017.ppm;76;65;7;6;70;59;28
00007_00018.ppm;77;65;7;5;71;59;28
00007_00019.ppm;81;69;8;7;74;63;28
00007_00020.ppm;82;71;7;7;75;65;28
00007_00021.ppm;85;73;8;7;78;67;28
00007_00022.ppm;86;75;7;6;79;68;28
00007_00023.ppm;88;77;7;7;81;70;28
00007_00024.ppm;94;81;9;8;85;74;28
00007_00025.ppm;97;82;9;7;88;75;28
00007_00026.ppm;99;86;9;8;91;79;28
00007_00027.ppm;105;92;9;9;95;84;28
00007_00028.ppm;107;94;9;9;98;86;28
00007_00029.ppm;111;98;9;9;102;90;28
00008_00000.ppm;54;51;6;6;52;46;28
00008_00001.ppm;58;51;6;5;53;46;28
00008_00002.ppm;59;53;6;6;54;48;28
00008_00003.ppm;59;54;5;6;53;48;28
00008_00004.ppm;61;53;6;5;56;48;28
00008_00005.ppm;61;56;5;6;56;51;28
00008_00006.ppm;63;57;6;5;58;52;28
00008_00007.ppm;63;59;5;5;58;53;28
00008_00008.ppm;68;61;7;6;62;55;28
00008_00009.ppm;71;63;7;6;65;57;28
00008_00010.ppm;72;63;6;5;65;58;28
00008_00011.ppm;75;68;7;7;68;62;28
00008_00012.ppm;75;70;6;7;69;64;28
00008_00013.ppm;79;72;7;6;72;65;28
00008_00014.ppm;83;73;8;6;75;67;28
00008_00015.ppm;85;75;7;6;78;69;28
00008_00016.ppm;89;80;8;7;81;72;28
00008_00017.ppm;94;82;9;7;85;74;28
00008_00018.ppm;96;84;9;7;88;77;28
00008_00019.ppm;98;88;9;8;90;80;28
00008_00020.ppm;99;90;8;8;91;82;28
00008_00021.ppm;105;93;10;8;95;84;28
00008_00022.ppm;111;98;10;8;102;90;28
00008_00023.ppm;117;105;10;9;107;96;28
00008_00024.ppm;122;111;10;10;112;102;28
00008_00025.ppm;132;117;12;10;120;106;28
00008_00026.ppm;140;123;12;11;127;112;28
00008_00027.ppm;148;129;13;12;135;118;28
00008_00028.ppm;164;142;14;12;150;130;28
00008_00029.ppm;176;153;15;13;161;140;28
00009_00000.ppm;36;33;5;5;31;28;28
00009_00001.ppm;37;35;5;6;32;30;28
00009_00002.ppm;36;34;5;5;31;29;28
00009_00003.ppm;37;35;5;5;32;30;28
00009_00004.ppm;34;33;5;5;29;28;28
00009_00005.ppm;36;35;5;5;31;30;28
00009_00006.ppm;38;38;5;6;33;33;28
00009_00007.ppm;40;40;5;6;35;35;28
00009_00008.ppm;42;42;5;6;37;37;28
00009_00009.ppm;44;43;6;6;39;38;28
00009_00010.ppm;44;42;6;5;39;37;28
00009_00011.ppm;45;43;5;5;40;38;28
00009_00012.ppm;48;42;6;6;43;37;28
00009_00013.ppm;47;44;5;6;42;39;28
00009_00014.ppm;49;44;6;5;44;39;28
00009_00015.ppm;50;45;6;5;45;40;28
00009_00016.ppm;50;46;5;5;45;41;28
00009_00017.ppm;53;49;6;6;48;44;28
00009_00018.ppm;56;49;6;5;51;44;28
00009_00019.ppm;62;54;6;5;57;49;28
00009_00020.ppm;64;55;6;5;59;50;28
00009_00021.ppm;67;57;6;5;61;52;28
00009_00022.ppm;71;60;7;5;65;55;28
00009_00023.ppm;70;61;6;5;64;56;28
00009_00024.ppm;75;68;6;6;69;62;28
00009_00025.ppm;80;71;7;6;73;65;28
00009_00026.ppm;84;76;7;7;77;70;28
00009_00027.ppm;93;82;8;8;85;75;28
00009_00028.ppm;100;86;9;8;92;79;28
00009_00029.ppm;108;94;10;9;99;86;28
00010_00000.ppm;43;39;5;5;38;34;28
00010_00001.ppm;44;40;6;6;39;35;28
00010_00002.ppm;44;40;6;6;39;35;28
00010_00003.ppm;44;40;6;6;39;35;28
00010_00004.ppm;45;41;5;6;40;36;28
00010_00005.ppm;47;41;6;5;42;36;28
00010_00006.ppm;47;42;5;5;42;37;28
00010_00007.ppm;50;44;5;5;45;39;28
00010_00008.ppm;53;46;6;5;48;41;28
00010_00009.ppm;53;47;6;6;48;42;28
00010_00010.ppm;53;47;6;6;48;42;28
00010_00011.ppm;55;50;5;6;50;45;28
00010_00012.ppm;58;52;5;6;53;47;28
00010_00013.ppm;63;53;6;5;58;48;28
00010_00014.ppm;63;55;5;6;58;50;28
00010_00015.ppm;68;56;7;6;62;51;28
00010_00016.ppm;68;57;7;6;62;52;28
00010_00017.ppm;68;60;7;6;62;55;28
00010_00018.ppm;71;62;6;6;65;57;28
00010_00019.ppm;75;70;6;7;69;64;28
00010_00020.ppm;75;69;6;6;69;63;28
00010_00021.ppm;80;71;8;6;73;65;28
00010_00022.ppm;83;73;7;6;76;67;28
00010_00023.ppm;87;80;7;8;80;73;28
00010_00024.ppm;97;84;9;8;89;77;28
00010_00025.ppm;104;88;9;8;95;81;28
00010_00026.ppm;110;99;9;8;101;91;28
00010_00027.ppm;121;109;11;10;111;100;28
00010_00028.ppm;128;117;12;11;117;107;28
00010_00029.ppm;135;131;11;12;124;120;28
00011_00000.ppm;37;34;6;5;32;29;28
00011_00001.ppm;37;34;6;5;32;29;28
00011_00002.ppm;36;34;5;5;31;29;28
00011_00003.ppm;37;35;5;5;32;30;28
00011_00004.ppm;39;35;6;5;34;30;28
00011_00005.ppm;39;36;6;5;34;31;28
00011_00006.ppm;39;38;5;6;34;33;28
00011_00007.ppm;38;38;5;6;33;33;28
00011_00008.ppm;41;39;5;5;36;34;28
00011_00009.ppm;41;39;5;5;36;34;28
00011_00010.ppm;41;39;5;5;36;34;28
00011_00011.ppm;42;41;5;6;37;36;28
00011_00012.ppm;45;43;6;6;40;38;28
00011_00013.ppm;46;44;6;6;41;39;28
00011_00014.ppm;46;45;5;6;41;40;28
00011_00015.ppm;48;46;6;6;43;41;28
00011_00016.ppm;48;46;6;6;43;41;28
00011_00017.ppm;48;46;6;6;43;41;28
00011_00018.ppm;49;46;6;5;44;41;28
00011_00019.ppm;51;47;6;6;46;42;28
00011_00020.ppm;50;47;5;6;45;42;28
00011_00021.ppm;52;48;6;6;47;43;28
00011_00022.ppm;52;48;6;6;47;43;28
00011_00023.ppm;54;49;6;5;49;44;28
00011_00024.ppm;54;50;5;5;49;45;28
00011_00025.ppm;56;51;6;5;51;46;28
00011_00026.ppm;55;53;5;6;50;48;28
00011_00027.ppm;57;55;5;6;52;50;28
00011_00028.ppm;60;57;6;6;55;52;28
00011_00029.ppm;63;58;5;6;58;53;28
